Azimuth Angle,Radius Location,Drag_X,Drag_Y,Drag_Z,Drag_Mag
0.698132,6.37032,22.3819,-26.9606,-2.75857,35.1487
0.715585,0.33528,1.17941,-1.36135,-0.0462552,1.80178
0.715585,1.00584,2.25195,-2.60646,-0.159757,3.44825
0.715585,1.6764,3.69275,-4.28041,-0.325685,5.66254
0.715585,2.34696,5.49397,-6.3742,-0.544131,8.43268
0.715585,3.01752,7.66196,-8.8952,-0.815923,11.7684
0.715585,3.68808,10.184,-11.8287,-1.13981,15.6503
0.715585,4.35864,12.9034,-14.9926,-1.49754,19.8373
0.715585,5.0292,15.8926,-18.4708,-1.89617,24.4406
0.715585,5.69976,19.2349,-22.3605,-2.3455,29.5884
0.715585,6.37032,22.9045,-26.6312,-2.84258,35.2408
0.733038,0.33528,1.23188,-1.37306,-0.0518682,1.8454
0.733038,1.00584,2.33545,-2.60993,-0.170033,3.50642
0.733038,1.6764,3.81579,-4.27034,-0.341965,5.73699
0.733038,2.34696,5.65934,-6.33922,-0.567233,8.51678
0.733038,3.01752,7.88431,-8.83694,-0.847844,11.8732
0.733038,3.68808,10.4574,-11.7262,-1.18036,15.7561
0.733038,4.35864,13.2317,-14.8423,-1.54735,19.944
0.733038,5.0292,16.2786,-18.265,-1.95585,24.5444
0.733038,5.69976,19.6877,-22.095,-2.41646,29.6923
0.733038,6.37032,23.4218,-26.2903,-2.92482,35.3315
0.750492,0.33528,1.28483,-1.38303,-0.0575421,1.88861
0.750492,1.00584,2.42096,-2.61252,-0.180433,3.56635
0.750492,1.6764,3.93908,-4.25663,-0.358172,5.81064
