Azimuth Angle,Radius Location,Drag_X,Drag_Y,Drag_Z,Drag_Mag
0.471239,0.33528,0,-7.39702,-5.99675,9.52244
0.471239,1.00584,0,-7.78426,-1.67829,7.96312
0.471239,1.6764,0,-1.96123,-0.159047,1.96767
0.471239,2.34696,0,-3.47261,-0.0751761,3.47343
0.471239,3.01752,0,-5.71609,0.0678067,5.71649
0.471239,3.68808,0,-8.66372,0.289116,8.66854
0.471239,4.35864,0,-12.3314,0.596169,12.3458
0.471239,5.0292,0,-16.6601,0.989135,16.6894
0.471239,5.69976,0,-21.4804,1.45698,21.5297
0.471239,6.37032,0,-26.9479,2.00818,27.0226
0.488692,0.33528,0,-7.39963,-5.99392,9.52269
0.488692,1.00584,0,-7.78465,-1.67774,7.96339
0.488692,1.6764,0,-1.96182,-0.159056,1.96826
0.488692,2.34696,0,-3.47352,-0.0751914,3.47433
0.488692,3.01752,0,-5.71728,0.0677813,5.71768
0.488692,3.68808,0,-8.66518,0.289067,8.67
0.488692,4.35864,0,-12.3331,0.596079,12.3474
0.488692,5.0292,0,-16.6618,0.988977,16.6911
0.488692,5.69976,0,-21.4822,1.45675,21.5316
0.488692,6.37032,0,-26.9496,2.00783,27.0243
0.506145,0.33528,0,-7.40221,-5.9911,9.52292
0.506145,1.00584,0,-7.78502,-1.6772,7.96364
0.506145,1.6764,0,-1.96241,-0.159065,1.96884
0.506145,2.34696,0,-3.47442,-0.0752059,3.47524
0.506145,3.01752,0,-5.71847,0.0677572,5.71887
0.506145,3.68808,0,-8.66664,0.28902,8.67146
0.506145,4.35864,0,-12.3347,0.595992,12.3491
0.506145,5.0292,0,-16.6635,0.988822,16.6928
0.506145,5.69976,0,-21.4841,1.45652,21.5334
0.506145,6.37032,0,-26.9513,2.00748,27.026
0.523599,0.33528,0,-7.40476,-5.9883,9.52314
0.523599,1.00584,0,-7.78537,-1.67665,7.96386
0.523599,1.6764,0,-1.96298,-0.159073,1.96942
0.523599,2.34696,0,-3.47532,-0.0752196,3.47613
0.523599,3.01752,0,-5.71965,0.0677344,5.72005
0.523599,3.68808,0,-8.66808,0.288975,8.6729
0.523599,4.35864,0,-12.3364,0.595908,12.3508
0.523599,5.0292,0,-16.6652,0.988672,16.6945
0.523599,5.69976,0,-21.486,1.4563,21.5353
0.523599,6.37032,0,-26.9531,2.00715,27.0277
0.541052,0.33528,0,-7.40726,-5.98551,9.52333
0.541052,1.00584,0,-7.7857,-1.6761,7.96407
0.541052,1.6764,0,-1.96356,-0.15908,1.96999
0.541052,2.34696,0,-3.4762,-0.0752325,3.47702
0.541052,3.01752,0,-5.72082,0.0677127,5.72122
0.541052,3.68808,0,-8.66952,0.288931,8.67433
0.541052,4.35864,0,-12.3381,0.595826,12.3525
0.541052,5.0292,0,-16.6669,0.988526,16.6962
0.541052,5.69976,0,-21.4879,1.45608,21.5371
0.541052,6.37032,0,-26.9548,2.00682,27.0294
0.558505,0.33528,0,-7.40973,-5.98273,9.5235
0.558505,1.00584,0,-7.78601,-1.67555,7.96426
0.558505,1.6764,0,-1.96413,-0.159086,1.97056
0.558505,2.34696,0,-3.47708,-0.0752445,3.47789
0.558505,3.01752,0,-5.72198,0.0676922,5.72238
0.558505,3.68808,0,-8.67095,0.28889,8.67576
0.558505,4.35864,0,-12.3397,0.595748,12.3541
0.558505,5.0292,0,-16.6686,0.988383,16.6979
0.558505,5.69976,0,-21.4897,1.45586,21.539
0.558505,6.37032,0,-26.9565,2.0065,27.0311
0.575959,0.33528,0,-7.41215,-5.97998,9.52366
0.575959,1.00584,0,-7.78629,-1.675,7.96442
0.575959,1.6764,0,-1.96469,-0.159092,1.97112
0.575959,2.34696,0,-3.47795,-0.0752558,3.47876
0.575959,3.01752,0,-5.72312,0.0676729,5.72352
0.575959,3.68808,0,-8.67236,0.28885,8.67717
0.575959,4.35864,0,-12.3414,0.595671,12.3557
0.575959,5.0292,0,-16.6703,0.988245,16.6996
0.575959,5.69976,0,-21.4916,1.45566,21.5408
0.575959,6.37032,0,-26.9582,2.00619,27.0328
0.593412,0.33528,0,-7.41454,-5.97724,9.5238
0.593412,1.00584,0,-7.78656,-1.67445,7.96457
0.593412,1.6764,0,-1.96524,-0.159098,1.97167
0.593412,2.34696,0,-3.47881,-0.0752663,3.47962
0.593412,3.01752,0,-5.72426,0.0676546,5.72466
0.593412,3.68808,0,-8.67376,0.288812,8.67857
0.593412,4.35864,0,-12.343,0.595598,12.3574
0.593412,5.0292,0,-16.672,0.98811,16.7012
0.593412,5.69976,0,-21.4934,1.45545,21.5426
0.593412,6.37032,0,-26.96,2.00588,27.0345
0.610865,0.33528,0,-7.41688,-5.97452,9.52392
0.610865,1.00584,0,-7.78681,-1.6739,7.96469
0.610865,1.6764,0,-1.96578,-0.159103,1.97221
0.610865,2.34696,0,-3.47966,-0.0752761,3.48047
0.610865,3.01752,0,-5.72539,0.0676375,5.72579
0.610865,3.68808,0,-8.67515,0.288776,8.67996
0.610865,4.35864,0,-12.3446,0.595526,12.359
0.610865,5.0292,0,-16.6737,0.987979,16.7029
0.610865,5.69976,0,-21.4953,1.45526,21.5445
0.610865,6.37032,0,-26.9617,2.00558,27.0362
0.628319,0.33528,0,-7.41918,-5.97182,9.52402
0.628319,1.00584,0,-7.78703,-1.67335,7.9648
0.628319,1.6764,0,-1.96632,-0.159107,1.97275
0.628319,2.34696,0,-3.4805,-0.0752851,3.48131
0.628319,3.01752,0,-5.7265,0.0676214,5.7269
0.628319,3.68808,0,-8.67652,0.288741,8.68133
0.628319,4.35864,0,-12.3462,0.595458,12.3606
0.628319,5.0292,0,-16.6753,0.987852,16.7045
0.628319,5.69976,0,-21.4971,1.45506,21.5463
0.628319,6.37032,0,-26.9634,2.00529,27.0378
0.645772,0.33528,0,-7.42144,-5.96914,9.5241
0.645772,1.00584,0,-7.78724,-1.6728,7.96488
0.645772,1.6764,0,-1.96685,-0.15911,1.97328
0.645772,2.34696,0,-3.48133,-0.0752934,3.48214
0.645772,3.01752,0,-5.7276,0.0676063,5.728
0.645772,3.68808,0,-8.67788,0.288708,8.68268
0.645772,4.35864,0,-12.3478,0.595391,12.3621
0.645772,5.0292,0,-16.6769,0.987728,16.7062
0.645772,5.69976,0,-21.4989,1.45488,21.548
0.645772,6.37032,0,-26.965,2.005,27.0395
0.663225,0.33528,0,-7.42366,-5.96648,9.52416
0.663225,1.00584,0,-7.78742,-1.67226,7.96495
0.663225,1.6764,0,-1.96737,-0.159113,1.9738
0.663225,2.34696,0,-3.48214,-0.075301,3.48296
0.663225,3.01752,0,-5.72868,0.0675922,5.72908
0.663225,3.68808,0,-8.67922,0.288676,8.68402
0.663225,4.35864,0,-12.3494,0.595327,12.3637
0.663225,5.0292,0,-16.6785,0.987607,16.7078
0.663225,5.69976,0,-21.5006,1.45469,21.5498
0.663225,6.37032,0,-26.9667,2.00472,27.0411
0.680678,0.33528,0,-7.42583,-5.96385,9.5242
0.680678,1.00584,0,-7.78758,-1.67171,7.96499
0.680678,1.6764,0,-1.96789,-0.159116,1.97431
0.680678,2.34696,0,-3.48295,-0.075308,3.48376
0.680678,3.01752,0,-5.72975,0.067579,5.73015
0.680678,3.68808,0,-8.68054,0.288645,8.68534
0.680678,4.35864,0,-12.3509,0.595265,12.3652
0.680678,5.0292,0,-16.6801,0.98749,16.7093
0.680678,5.69976,0,-21.5024,1.45451,21.5515
0.680678,6.37032,0,-26.9684,2.00445,27.0427
0.698132,0.33528,0,-7.42796,-5.96124,9.52422
0.698132,1.00584,0,-7.78773,-1.67117,7.96502
0.698132,1.6764,0,-1.96839,-0.159118,1.97481
0.698132,2.34696,0,-3.48374,-0.0753142,3.48455
0.698132,3.01752,0,-5.73081,0.0675668,5.73121
