Azimuth Angle,Radius Location,Pitch_X,Pitch_Y,Pitch_Z,Pitch_Mag
0.558505,4.35864,2.18684,1.36649,0.0238717,2.57878
0.558505,5.0292,2.82087,1.76268,0.0307929,3.32645
0.558505,5.69976,3.45832,2.161,0.0377513,4.07815
0.558505,6.37032,4.04886,2.53001,0.0441976,4.77453
0.575959,0.33528,-0.583246,-0.378764,-0.00676754,0.695474
0.575959,1.00584,-0.483796,-0.314181,-0.0056136,0.576888
0.575959,1.6764,0.447029,0.290304,0.00518699,0.533046
0.575959,2.34696,0.706239,0.458637,0.00819467,0.842134
0.575959,3.01752,1.10485,0.717499,0.0128199,1.31745
0.575959,3.68808,1.59556,1.03617,0.0185137,1.90257
0.575959,4.35864,2.16302,1.40468,0.0250981,2.57923
0.575959,5.0292,2.79015,1.81194,0.0323748,3.32703
0.575959,5.69976,3.42066,2.2214,0.0396907,4.07886
0.575959,6.37032,4.00494,2.60084,0.0464703,4.77557
0.593412,0.33528,-0.576552,-0.38889,-0.00710616,0.695484
0.593412,1.00584,-0.478441,-0.322713,-0.00589691,0.577134
0.593412,1.6764,0.441994,0.298129,0.00544769,0.533169
0.593412,2.34696,0.698294,0.471005,0.00860666,0.842339
0.593412,3.01752,1.09238,0.736822,0.0134639,1.31772
0.593412,3.68808,1.57752,1.06405,0.0194433,1.90293
0.593412,4.35864,2.13854,1.44246,0.0263581,2.57968
0.593412,5.0292,2.75855,1.86067,0.0339999,3.32759
0.593412,5.69976,3.38193,2.28114,0.0416832,4.07956
0.593412,6.37032,3.95978,2.6709,0.0488053,4.7766
0.610865,0.33528,-0.569682,-0.398896,-0.0074536,0.695493
0.610865,1.00584,-0.472933,-0.331151,-0.00618776,0.577378
0.610865,1.6764,0.43682,0.305865,0.00571526,0.53329
0.610865,2.34696,0.69013,0.483234,0.00902952,0.842542
0.610865,3.01752,1.07957,0.755926,0.0141249,1.31799
0.610865,3.68808,1.55898,1.09161,0.0203974,1.90328
0.610865,4.35864,2.11339,1.47981,0.0276512,2.58012
0.610865,5.0292,2.7261,1.90884,0.0356678,3.32815
0.610865,5.69976,3.34216,2.3402,0.0437281,4.08026
0.610865,6.37032,3.91337,2.74017,0.0512017,4.77762
0.628319,0.33528,-0.562637,-0.408779,-0.00780976,0.695501
0.628319,1.00584,-0.467274,-0.339494,-0.00648607,0.577619
0.628319,1.6764,0.431509,0.31351,0.00598963,0.533408
0.628319,2.34696,0.68175,0.49532,0.00946313,0.842742
0.628319,3.01752,1.06643,0.774805,0.0148027,1.31826
0.628319,3.68808,1.53996,1.11885,0.0213757,1.90362
0.628319,4.35864,2.08758,1.51672,0.028977,2.58056
0.628319,5.0292,2.69281,1.95644,0.0373779,3.3287
0.628319,5.69976,3.30134,2.39857,0.0458248,4.08094
0.628319,6.37032,3.86574,2.80863,0.053659,4.77862
0.645772,0.33528,-0.555418,-0.418538,-0.00817454,0.695507
0.645772,1.00584,-0.461464,-0.347738,-0.00679175,0.577856
0.645772,1.6764,0.426062,0.321061,0.00627071,0.533525
0.645772,2.34696,0.673155,0.507258,0.00990737,0.842939
0.645772,3.01752,1.05295,0.793453,0.0154971,1.31852
0.645772,3.68808,1.52046,1.14575,0.0223779,1.90396
0.645772,4.35864,2.06113,1.55317,0.0303353,2.58099
0.645772,5.0292,2.65867,2.00345,0.0391298,3.32924
0.645772,5.69976,3.2595,2.45621,0.0479727,4.08161
0.645772,6.37032,3.8169,2.87624,0.0561764,4.77961
0.663225,0.33528,-0.54803,-0.428168,-0.00854783,0.695512
0.663225,1.00584,-0.455506,-0.355881,-0.00710471,0.57809
0.663225,1.6764,0.420482,0.328516,0.00655841,0.533639
0.663225,2.34696,0.664348,0.519046,0.0103621,0.843133
0.663225,3.01752,1.03914,0.811864,0.0162078,1.31878
0.663225,3.68808,1.50049,1.17231,0.0234037,1.90429
0.663225,4.35864,2.03403,1.58916,0.0317255,2.58141
0.663225,5.0292,2.6237,2.04986,0.0409229,3.32978
0.663225,5.69976,3.21664,2.51311,0.0501711,4.08228
0.663225,6.37032,3.76686,2.943,0.0587532,4.78058
0.680678,0.33528,-0.540473,-0.437666,-0.00892949,0.695515
0.680678,1.00584,-0.449402,-0.363919,-0.00742486,0.57832
0.680678,1.6764,0.414768,0.335873,0.00685266,0.533751
0.680678,2.34696,0.655332,0.530678,0.0108272,0.843325
0.680678,3.01752,1.025,0.830031,0.0169347,1.31904
0.680678,3.68808,1.48005,1.19852,0.0244528,1.90462
0.680678,4.35864,2.00629,1.62466,0.0331472,2.58183
0.680678,5.0292,2.58792,2.09566,0.0427567,3.3303
0.680678,5.69976,3.17277,2.56926,0.0524194,4.08293
0.680678,6.37032,3.71564,3.00887,0.0613885,4.78153
0.698132,0.33528,-0.532749,-0.44703,-0.00931943,0.695518
0.698132,1.00584,-0.443153,-0.371849,-0.00775211,0.578547
0.698132,1.6764,0.408925,0.343128,0.00715335,0.533861
0.698132,2.34696,0.64611,0.542151,0.0113025,0.843513
0.698132,3.01752,1.01055,0.84795,0.0176776,1.31929
0.698132,3.68808,1.45914,1.22437,0.0255249,1.90495
0.698132,4.35864,1.97793,1.65968,0.0346001,2.58224
0.698132,5.0292,2.55133,2.14082,0.0446306,3.33082
0.698132,5.69976,3.12792,2.62463,0.0547169,4.08357
0.698132,6.37032,3.66326,3.07384,0.0640816,4.78247
0.715585,0.33528,-0.524863,-0.456256,-0.00971752,0.695518
0.715585,1.00584,-0.436761,-0.37967,-0.00808636,0.57877
0.715585,1.6764,0.402952,0.350281,0.00746041,0.533969
0.715585,2.34696,0.636685,0.553461,0.0117878,0.843698
0.715585,3.01752,0.995774,0.865613,0.0184361,1.31954
0.715585,3.68808,1.43778,1.24984,0.0266196,1.90526
0.715585,4.35864,1.94895,1.6942,0.0360837,2.58264
0.715585,5.0292,2.51394,2.18534,0.0465441,3.33133
0.715585,5.69976,3.08208,2.67921,0.0570629,4.0842
0.715585,6.37032,3.60972,3.13788,0.0668317,4.78339
