Azimuth Angle,Radius Location,Lift_X,Lift_Y,Lift_Z,Lift_Mag
0.698132,5.69976,116.585,-19.0458,1152.58,1158.61
0.698132,6.37032,142.124,-24.5076,1392.66,1400.11
0.715585,0.33528,6.80714,2.40099,102.903,103.156
0.715585,1.00584,13.6551,1.30821,171.141,171.69
0.715585,1.6764,22.1241,-0.220387,253.749,254.712
0.715585,2.34696,32.2208,-2.1796,350.859,352.342
0.715585,3.01752,43.9368,-4.56783,462.389,464.494
0.715585,3.68808,57.389,-7.39923,589.548,592.381
0.715585,4.35864,73.7581,-10.8535,744.191,747.916
0.715585,5.0292,92.3888,-14.8775,919.269,924.02
0.715585,5.69976,114.094,-19.6193,1122.69,1128.65
0.715585,6.37032,138.887,-25.1087,1354.34,1361.67
0.733038,0.33528,6.87639,2.24095,103.992,104.243
0.733038,1.00584,13.6574,1.0783,171.037,171.585
0.733038,1.6764,21.9863,-0.509927,251.7,252.659
0.733038,2.34696,31.8767,-2.51905,346.189,347.663
0.733038,3.01752,43.3057,-4.94639,454.266,456.352
0.733038,3.68808,56.448,-7.81442,577.734,580.538
0.733038,4.35864,72.3804,-11.2998,727.327,731.007
0.733038,5.0292,90.4866,-15.3459,896.431,901.117
0.733038,5.69976,111.597,-20.1104,1093.1,1098.97
0.733038,6.37032,135.649,-25.6077,1316.45,1323.67
0.750492,0.33528,6.94142,2.07931,105.015,105.265
0.750492,1.00584,13.6517,0.852085,170.834,171.38
0.750492,1.6764,21.8414,-0.789063,249.583,250.538
0.750492,2.34696,31.5188,-2.83989,341.408,342.872
0.750492,3.01752,42.6684,-5.298,446.151,448.218
0.750492,3.68808,55.5005,-8.19316,565.97,568.744
0.750492,4.35864,70.9982,-11.6976,710.593,714.227
0.750492,5.0292,88.5826,-15.7522,873.824,878.444
0.750492,5.69976,109.1,-20.5238,1063.84,1069.62
0.750492,6.37032,132.408,-26.0098,1278.97,1286.07
0.767945,0.33528,7.00168,1.9162,105.963,106.211
0.767945,1.00584,13.6386,0.629805,170.539,171.084
0.767945,1.6764,21.69,-1.05795,247.407,248.358
0.767945,2.34696,31.1541,-3.14309,336.592,338.045
0.767945,3.01752,42.0264,-5.62383,438.06,440.107
0.767945,3.68808,54.5485,-8.53723,554.276,557.02
0.767945,4.35864,69.614,-12.0496,694.013,697.6
0.767945,5.0292,86.6803,-16.1003,851.477,856.03
0.767945,5.69976,106.596,-20.8622,1034.83,1040.51
0.767945,6.37032,129.163,-26.3196,1241.88,1248.85
0.785398,0.33528,7.05648,1.75173,106.825,107.073
0.785398,1.00584,13.6201,0.411698,170.177,170.722
