Azimuth Angle,Radius Location,Pitch_X,Pitch_Y,Pitch_Z,Pitch_Mag
0.523599,0.33528,0.120853,0.0697745,-0.0112646,0.140003
0.523599,1.00584,0.358823,0.207166,-0.0334455,0.415681
0.523599,1.6764,0.698118,0.403059,-0.0650708,0.808739
0.523599,2.34696,1.13636,0.656076,-0.105919,1.31642
0.523599,3.01752,1.6781,0.968852,-0.156414,1.94401
0.523599,3.68808,2.3249,1.34228,-0.216701,2.69329
0.523599,4.35864,3.03208,1.75057,-0.282617,3.51253
0.523599,5.0292,3.79541,2.19128,-0.353766,4.39682
0.523599,5.69976,4.57208,2.63969,-0.426159,5.29656
0.523599,6.37032,5.1508,2.97382,-0.4801,5.96698
0.541052,0.33528,0.131336,0.0789148,-0.0121891,0.153705
0.541052,1.00584,0.372597,0.223879,-0.0345802,0.436057
0.541052,1.6764,0.716345,0.430424,-0.0664831,0.838353
0.541052,2.34696,1.15786,0.695715,-0.10746,1.35507
0.541052,3.01752,1.70455,1.0242,-0.158197,1.99487
0.541052,3.68808,2.35641,1.41588,-0.218696,2.75776
0.541052,4.35864,3.06331,1.84062,-0.284302,3.58505
0.541052,5.0292,3.83621,2.30503,-0.356034,4.4896
0.541052,5.69976,4.62261,2.77755,-0.429019,5.40993
0.541052,6.37032,5.24708,3.15276,-0.486975,6.14076
0.558505,0.33528,0.140549,0.0878248,-0.0129823,0.16624
0.558505,1.00584,0.386185,0.241315,-0.0356714,0.456776
0.558505,1.6764,0.732523,0.457731,-0.0676623,0.866422
0.558505,2.34696,1.17851,0.736412,-0.108857,1.39393
0.558505,3.01752,1.72971,1.08084,-0.159771,2.04588
0.558505,3.68808,2.37995,1.48716,-0.219833,2.81498
0.558505,4.35864,3.09007,1.93089,-0.285426,3.6549
0.558505,5.0292,3.87484,2.42127,-0.357914,4.58312
0.558505,5.69976,4.67204,2.91941,-0.43155,5.52604
0.558505,6.37032,5.34132,3.33763,-0.493372,6.31767
0.575959,0.33528,0.149719,0.0972284,-0.0137574,0.179048
0.575959,1.00584,0.399544,0.259467,-0.0367134,0.477815
0.575959,1.6764,0.748149,0.485853,-0.068746,0.89471
0.575959,2.34696,1.19822,0.778136,-0.110103,1.43296
0.575959,3.01752,1.75074,1.13695,-0.160873,2.09371
0.575959,3.68808,2.40032,1.55879,-0.220562,2.87054
0.575959,4.35864,3.11509,2.02297,-0.28624,3.72534
0.575959,5.0292,3.91112,2.53991,-0.359386,4.6773
0.575959,5.69976,4.72009,3.06526,-0.433721,5.64475
0.575959,6.37032,5.43315,3.52833,-0.499242,6.4975
0.593412,0.33528,0.158909,0.107186,-0.0145189,0.192228
0.593412,1.00584,0.412633,0.278325,-0.0377007,0.499152
0.593412,1.6764,0.763174,0.514767,-0.0697281,0.923191
0.593412,2.34696,1.21696,0.82085,-0.111189,1.47212
0.593412,3.01752,1.76772,1.19234,-0.161509,2.13836
0.593412,3.68808,2.41887,1.63155,-0.221002,2.92604
0.593412,4.35864,3.13828,2.11679,-0.286732,3.79629
0.593412,5.0292,3.94492,2.66088,-0.360431,4.77206
0.593412,5.69976,4.7665,3.21505,-0.435496,5.76591
0.593412,6.37032,5.52217,3.72475,-0.504539,6.68003
0.610865,0.33528,0.168088,0.117696,-0.0152625,0.205764
0.610865,1.00584,0.425352,0.297835,-0.0386224,0.520694
0.610865,1.6764,0.777552,0.544447,-0.0706024,0.951837
