Azimuth Angle,Radius Location,Lift_X,Lift_Y,Lift_Z,Lift_Mag
0.907571,1.6764,0,9.61012,229.338,229.539
0.907571,2.34696,0,10.4925,299.724,299.907
0.907571,3.01752,0,11.388,377.558,377.73
0.907571,3.68808,0,12.4206,467.442,467.607
0.907571,4.35864,0,13.6162,572.013,572.175
0.907571,5.0292,0,14.8799,688.704,688.864
0.907571,5.69976,0,16.3342,824.241,824.403
0.907571,6.37032,0,17.8649,974.414,974.578
0.925025,0.33528,0,7.73608,111.769,112.037
0.925025,1.00584,0,8.46117,165.903,166.118
0.925025,1.6764,0,9.18168,226.993,227.179
0.925025,2.34696,0,9.90746,295.172,295.338
0.925025,3.01752,0,10.6349,370.302,370.455
0.925025,3.68808,0,11.4851,457.143,457.288
0.925025,4.35864,0,12.4648,557.726,557.865
0.925025,5.0292,0,13.495,669.93,670.066
0.925025,5.69976,0,14.6769,799.891,800.026
